sim_id,supercelula,num_atomos,a,c,c/a,energia_total_eV,Volume_A³,energia_total_Ry,Volume_(a.u)^3,forcas_eV_Ang,forcas_Ry_Bohr
ZnO-3.01-1.68-111,1x1x1,4,3.00813218303729,5.050452390463346,1.6789329999999998,-4919.100187808931,39.57806366696828,-361.5471981768203,267.086012786832,"[[-0.         -0.          0.81554852]
 [ 0.          0.          0.81554852]
 [ 0.          0.         -0.81554852]
 [ 0.         -0.         -0.81554852]]","[[-0.         -0.          0.03171979]
 [ 0.          0.          0.03171979]
 [ 0.          0.         -0.03171979]
 [ 0.         -0.         -0.03171979]]"
ZnO-3.01-1.71-111,1x1x1,4,3.00813218303729,5.147575954257071,1.71122,-4919.248521960431,40.339176195946756,-361.55810053595536,272.22225473028567,"[[ 0.          0.          1.06591175]
 [ 0.         -0.          1.06591175]
 [ 0.          0.         -1.06591175]
 [ 0.          0.         -1.06591175]]","[[ 0.          0.          0.04145737]
 [ 0.         -0.          0.04145737]
 [ 0.          0.         -0.04145737]
 [ 0.          0.         -0.04145737]]"
ZnO-3.01-1.74-111,1x1x1,4,3.00813218303729,5.244699518050796,1.7435069999999997,-4919.356304483182,41.10028872492522,-361.5660224053268,277.3584966737393,"[[ 0.          0.          1.24096377]
 [ 0.          0.          1.24096377]
 [ 0.          0.         -1.24096377]
 [ 0.          0.         -1.24096377]]","[[ 0.          0.          0.04826581]
 [ 0.          0.          0.04826581]
 [ 0.          0.         -0.04826581]
 [ 0.          0.         -0.04826581]]"
ZnO-3.01-1.78-111,1x1x1,4,3.00813218303729,5.341823081844522,1.7757940000000003,-4919.430368835958,41.861401253903686,-361.5714660348949,282.4947386171929,"[[ 0.       -0.        1.353801]
 [ 0.        0.        1.353801]
 [ 0.        0.       -1.353801]
 [ 0.        0.       -1.353801]]","[[ 0.         -0.          0.05265448]
 [ 0.          0.          0.05265448]
 [ 0.          0.         -0.05265448]
 [ 0.          0.         -0.05265448]]"
ZnO-3.07-1.45-111,1x1x1,4,3.0735263149139955,4.465597074043787,1.452923,-4917.488834148126,36.53287369783846,-361.4287658662161,246.5360522360297,"[[ 0.         0.        -3.7851174]
 [ 0.         0.        -3.7851174]
 [-0.        -0.         3.7851174]
 [ 0.        -0.         3.7851174]]","[[ 0.          0.         -0.14721763]
 [ 0.          0.         -0.14721763]
 [-0.         -0.          0.14721763]
 [ 0.         -0.          0.14721763]]"
ZnO-3.07-1.49-111,1x1x1,4,3.0735263149139955,4.564832018173415,1.48521,-4918.066949658391,37.34471086545307,-361.4712565728451,252.01460100877588,"[[ 0.          0.         -2.65317586]
 [ 0.          0.         -2.65317586]
 [ 0.          0.          2.65317586]
 [ 0.          0.          2.65317586]]","[[ 0.          0.         -0.10319211]
 [ 0.          0.         -0.10319211]
 [ 0.          0.          0.10319211]
 [ 0.          0.          0.10319211]]"
ZnO-3.07-1.52-111,1x1x1,4,3.0735263149139955,4.6640669623030435,1.517497,-4918.5342444948965,38.15654803306767,-361.5056021101203,257.4931497815221,"[[ 0.          0.         -1.73913712]
 [ 0.         -0.         -1.73913712]
 [ 0.         -0.          1.73913712]
 [ 0.          0.          1.73913712]]","[[ 0.          0.         -0.06764166]
 [ 0.         -0.         -0.06764166]
 [ 0.         -0.          0.06764166]
 [ 0.          0.          0.06764166]]"
ZnO-3.07-1.55-111,1x1x1,4,3.0735263149139955,4.763301906432671,1.5497839999999998,-4918.90739705904,38.96838520068228,-361.5330283179444,262.9716985542683,"[[ 0.         -0.         -1.00797811]
 [ 0.          0.         -1.00797811]
 [ 0.          0.          1.00797811]
 [ 0.         -0.          1.00797811]]","[[ 0.         -0.         -0.03920411]
 [ 0.          0.         -0.03920411]
 [ 0.          0.          0.03920411]
 [ 0.         -0.          0.03920411]]"
ZnO-3.07-1.58-111,1x1x1,4,3.0735263149139955,4.8625368505623,1.582071,-4919.2009842170455,39.78022236829687,-361.5546065762325,268.4502473270144,"[[ 0.         -0.         -0.42987174]
 [ 0.         -0.         -0.42987174]
 [ 0.          0.          0.42987174]
 [-0.          0.          0.42987174]]","[[ 0.         -0.         -0.01671935]
 [ 0.         -0.         -0.01671935]
 [ 0.          0.          0.01671935]
 [-0.          0.          0.01671935]]"
ZnO-3.07-1.61-111,1x1x1,4,3.0735263149139955,4.961771794691928,1.614358,-4919.4280286569465,40.59205953591149,-361.57129403490865,273.9287960997607,"[[ 0.         -0.          0.02043487]
 [-0.          0.          0.02043487]
 [ 0.          0.         -0.02043487]
 [ 0.          0.         -0.02043487]]","[[ 0.         -0.          0.00079479]
 [-0.          0.          0.00079479]
 [ 0.          0.         -0.00079479]
 [ 0.          0.         -0.00079479]]"
ZnO-3.07-1.65-111,1x1x1,4,3.0735263149139955,5.061009812347871,1.646646,-4919.598318721689,41.40392184792375,-361.58381012391567,279.40751455531324,"[[ 0.          0.          0.36247155]
 [ 0.          0.          0.36247155]
 [ 0.          0.         -0.36247155]
 [ 0.          0.         -0.36247155]]","[[ 0.         0.         0.0140979]
 [ 0.         0.         0.0140979]
 [ 0.         0.        -0.0140979]
 [ 0.         0.        -0.0140979]]"
ZnO-3.07-1.68-111,1x1x1,4,3.0735263149139955,5.160244756477499,1.6789329999999998,-4919.721046824915,42.21575901553835,-361.5928304732001,284.88606332805944,"[[ 0.          0.          0.61440778]
 [ 0.          0.          0.61440778]
 [ 0.          0.         -0.61440778]
 [ 0.          0.         -0.61440778]]","[[ 0.          0.          0.02389666]
 [ 0.          0.          0.02389666]
 [ 0.          0.         -0.02389666]
 [ 0.          0.         -0.02389666]]"
ZnO-3.07-1.71-111,1x1x1,4,3.0735263149139955,5.259479700607128,1.7112200000000002,-4919.803791609143,43.027596183152966,-361.5989121027175,290.3646121008057,"[[ 0.          0.          0.78996013]
 [ 0.          0.          0.78996013]
 [ 0.          0.         -0.78996013]
 [-0.         -0.         -0.78996013]]","[[ 0.          0.          0.03072456]
 [ 0.          0.          0.03072456]
 [ 0.          0.         -0.03072456]
 [-0.         -0.         -0.03072456]]"
ZnO-3.07-1.74-111,1x1x1,4,3.0735263149139955,5.3587146447367555,1.743507,-4919.85238352154,43.839433350767564,-361.6024835424342,295.8431608735518,"[[ 0.         -0.          0.90264002]
 [ 0.         -0.          0.90264002]
 [ 0.         -0.         -0.90264002]
 [ 0.         -0.         -0.90264002]]","[[ 0.         -0.          0.03510711]
 [ 0.         -0.          0.03510711]
 [ 0.         -0.         -0.03510711]
 [ 0.         -0.         -0.03510711]]"
ZnO-3.07-1.78-111,1x1x1,4,3.0735263149139955,5.457949588866384,1.775794,-4919.872986620834,44.65127051838217,-361.6039978423141,301.321709646298,"[[ 0.          0.          0.96298586]
 [ 0.          0.          0.96298586]
 [ 0.          0.         -0.96298586]
 [ 0.         -0.         -0.96298586]]","[[ 0.          0.          0.03745419]
 [ 0.          0.          0.03745419]
 [ 0.          0.         -0.03745419]
 [ 0.         -0.         -0.03745419]]"
ZnO-3.14-1.45-111,1x1x1,4,3.138920446790701,4.560609712312486,1.452923,-4918.502630853349,38.914724040785586,-361.50327855030463,262.6095750972209,"[[ 0.          0.         -3.08559196]
 [ 0.          0.         -3.08559196]
 [-0.         -0.          3.08559196]
 [ 0.          0.          3.08559196]]","[[ 0.          0.         -0.12001042]
 [ 0.          0.         -0.12001042]
 [-0.         -0.          0.12001042]
 [ 0.          0.          0.12001042]]"
ZnO-3.14-1.49-111,1x1x1,4,3.138920446790701,4.661956036778017,1.48521,-4918.952497886944,39.7794909245811,-361.5363431676815,268.4453113001469,"[[ 0.         0.        -2.1428052]
 [ 0.         0.        -2.1428052]
 [ 0.         0.         2.1428052]
 [ 0.        -0.         2.1428052]]","[[ 0.          0.         -0.08334185]
 [ 0.          0.         -0.08334185]
 [ 0.          0.          0.08334185]
 [ 0.         -0.          0.08334185]]"
ZnO-3.14-1.52-111,1x1x1,4,3.138920446790701,4.763302361243548,1.5174969999999999,-4919.306364110658,40.64425780837664,-361.56235185561803,274.2810475030731,"[[ 0.          0.         -1.39208447]
 [ 0.          0.         -1.39208447]
 [ 0.         -0.          1.39208447]
 [ 0.          0.          1.39208447]]","[[ 0.          0.         -0.05414347]
 [ 0.          0.         -0.05414347]
 [ 0.         -0.          0.05414347]
 [ 0.          0.          0.05414347]]"
ZnO-3.14-1.55-111,1x1x1,4,3.138920446790701,4.86464868570908,1.5497839999999998,-4919.5798371579385,41.50902469217217,-361.58245175402345,280.1167837059992,"[[ 0.         -0.         -0.79796346]
 [ 0.          0.         -0.79796346]
 [ 0.          0.          0.79796346]
 [ 0.          0.          0.79796346]]","[[ 0.         -0.         -0.03103584]
 [ 0.          0.         -0.03103584]
 [ 0.          0.          0.03103584]
 [ 0.          0.          0.03103584]]"
ZnO-3.14-1.58-111,1x1x1,4,3.138920446790701,4.965995010174611,1.582071,-4919.785049768507,42.37379157596768,-361.59753460282684,285.9525199089252,"[[ 0.          0.         -0.33768355]
 [ 0.          0.         -0.33768355]
 [ 0.          0.          0.33768355]
 [ 0.          0.          0.33768355]]","[[ 0.         0.        -0.0131338]
 [ 0.         0.        -0.0131338]
 [ 0.         0.         0.0131338]
 [ 0.         0.         0.0131338]]"
ZnO-3.14-1.61-111,1x1x1,4,3.138920446790701,5.067341334640142,1.614358,-4919.933595896688,43.2385584597632,-361.60845254196073,291.78825611185124,"[[ 0.          0.          0.01164633]
 [ 0.          0.          0.01164633]
 [ 0.          0.         -0.01164633]
 [ 0.          0.         -0.01164633]]","[[ 0.          0.          0.00045297]
 [ 0.          0.          0.00045297]
 [ 0.          0.         -0.00045297]
 [ 0.          0.         -0.00045297]]"
ZnO-3.14-1.65-111,1x1x1,4,3.138920446790701,5.1686907980261205,1.646646,-4920.034197879464,44.103352127307105,-361.61584665137406,297.62417306047075,"[[ 0.          0.          0.26795626]
 [ 0.          0.          0.26795626]
 [ 0.          0.         -0.26795626]
 [ 0.          0.         -0.26795626]]","[[ 0.          0.          0.01042184]
 [ 0.          0.          0.01042184]
 [ 0.          0.         -0.01042184]
 [ 0.          0.         -0.01042184]]"
ZnO-3.14-1.68-111,1x1x1,4,3.138920446790701,5.270037122491652,1.678933,-4920.095227299084,44.96811901110264,-361.6203322310182,303.4599092633969,"[[ 0.          0.          0.44635174]
 [ 0.          0.          0.44635174]
 [ 0.          0.         -0.44635174]
 [ 0.          0.         -0.44635174]]","[[ 0.          0.          0.01736032]
 [ 0.          0.          0.01736032]
 [ 0.          0.         -0.01736032]
 [ 0.          0.         -0.01736032]]"
ZnO-3.14-1.71-111,1x1x1,4,3.138920446790701,5.371383446957183,1.71122,-4920.122451472301,45.83288589489815,-361.6223331708595,309.2956454663229,"[[ 0.          0.          0.56063624]
 [ 0.          0.          0.56063624]
 [ 0.          0.         -0.56063624]
 [ 0.          0.         -0.56063624]]","[[ 0.          0.          0.02180528]
 [ 0.          0.          0.02180528]
 [ 0.          0.         -0.02180528]
 [ 0.          0.         -0.02180528]]"
ZnO-3.14-1.74-111,1x1x1,4,3.138920446790701,5.472729771422714,1.743507,-4920.121882482264,46.697652778693666,-361.6222913508628,315.1313816692489,"[[ 0.          0.          0.62078309]
 [ 0.          0.          0.62078309]
 [ 0.          0.         -0.62078309]
 [ 0.          0.         -0.62078309]]","[[ 0.          0.          0.02414462]
 [ 0.          0.          0.02414462]
 [ 0.          0.         -0.02414462]
 [ 0.          0.         -0.02414462]]"
ZnO-3.14-1.78-111,1x1x1,4,3.138920446790701,5.5740760958882465,1.775794,-4920.098127488376,47.56241966248919,-361.62054539100126,320.96711787217504,"[[ 0.         -0.          0.63708157]
 [ 0.          0.          0.63708157]
 [ 0.          0.         -0.63708157]
 [ 0.          0.         -0.63708157]]","[[ 0.         -0.          0.02477853]
 [ 0.          0.          0.02477853]
 [ 0.          0.         -0.02477853]
 [ 0.          0.         -0.02477853]]"
ZnO-3.20-1.45-111,1x1x1,4,3.2043145786674065,4.655622350581184,1.4529229999999997,-4919.2216316708955,41.39791467424589,-361.55612413611215,279.36697613788994,"[[ 0.         0.        -2.4896483]
 [ 0.         0.        -2.4896483]
 [ 0.         0.         2.4896483]
 [ 0.         0.         2.4896483]]","[[ 0.         0.        -0.0968319]
 [ 0.         0.        -0.0968319]
 [ 0.         0.         0.0968319]
 [ 0.         0.         0.0968319]]"
ZnO-3.20-1.49-111,1x1x1,4,3.2043145786674065,4.7590800553826185,1.48521,-4919.560926470664,42.3178632682783,-361.58106184413367,285.57509698019464,"[[ 0.          0.         -1.70773675]
 [-0.         -0.         -1.70773675]
 [ 0.          0.          1.70773675]
 [ 0.          0.          1.70773675]]","[[ 0.          0.         -0.06642039]
 [-0.         -0.         -0.06642039]
 [ 0.          0.          0.06642039]
 [ 0.          0.          0.06642039]]"
ZnO-3.20-1.52-111,1x1x1,4,3.2043145786674065,4.862537760184054,1.517497,-4919.8178914598075,43.23781186231075,-361.59994842263535,291.78321782249964,"[[ 0.         0.        -1.0943425]
 [ 0.         0.        -1.0943425]
 [ 0.         0.         1.0943425]
 [ 0.         0.         1.0943425]]","[[ 0.          0.         -0.04256315]
 [ 0.          0.         -0.04256315]
 [ 0.          0.          0.04256315]
 [ 0.          0.          0.04256315]]"
ZnO-3.20-1.55-111,1x1x1,4,3.2043145786674065,4.965995464985488,1.549784,-4920.0059717830945,44.15776045634316,-361.6137720715387,297.99133866480435,"[[ 0.         -0.         -0.61855446]
 [ 0.          0.         -0.61855446]
 [ 0.          0.          0.61855446]
 [ 0.         -0.          0.61855446]]","[[ 0.         -0.         -0.02405794]
 [ 0.          0.         -0.02405794]
 [ 0.          0.          0.02405794]
 [ 0.         -0.          0.02405794]]"
ZnO-3.20-1.58-111,1x1x1,4,3.2043145786674065,5.0694531697869225,1.582071,-4920.135691851405,45.077709050375596,-361.62330632078226,304.1994595071092,"[[ 0.          0.         -0.25850591]
 [ 0.         -0.         -0.25850591]
 [ 0.          0.          0.25850591]
 [ 0.         -0.          0.25850591]]","[[ 0.          0.         -0.01005428]
 [ 0.         -0.         -0.01005428]
 [ 0.          0.          0.01005428]
 [ 0.         -0.          0.01005428]]"
ZnO-3.20-1.61-111,1x1x1,4,3.2043145786674065,5.172910874588357,1.614358,-4920.217863836004,45.99765764440802,-361.62934585030314,310.40758034941405,"[[ 0.          0.          0.00550088]
 [ 0.          0.          0.00550088]
 [ 0.          0.         -0.00550088]
 [ 0.         -0.         -0.00550088]]","[[ 0.          0.          0.00021395]
 [ 0.          0.          0.00021395]
 [ 0.          0.         -0.00021395]
 [ 0.         -0.         -0.00021395]]"
ZnO-3.20-1.65-111,1x1x1,4,3.2043145786674065,5.276371783704371,1.6466460000000003,-4920.259512219579,46.917634731288786,-361.6324069500603,316.6158934709905,"[[ 0.         0.         0.1895389]
 [ 0.         0.         0.1895389]
 [ 0.         0.        -0.1895389]
 [ 0.         0.        -0.1895389]]","[[ 0.          0.          0.00737189]
 [ 0.          0.          0.00737189]
 [ 0.          0.         -0.00737189]
 [ 0.          0.         -0.00737189]]"
ZnO-3.20-1.68-111,1x1x1,4,3.2043145786674065,5.379829488505805,1.678933,-4920.267924754958,47.8375833253212,-361.6330252600112,322.8240143132952,"[[ 0.          0.          0.30690898]
 [ 0.          0.          0.30690898]
 [ 0.          0.         -0.30690898]
 [ 0.          0.         -0.30690898]]","[[ 0.          0.          0.01193686]
 [ 0.          0.          0.01193686]
 [ 0.          0.         -0.01193686]
 [ 0.          0.         -0.01193686]]"
ZnO-3.20-1.71-111,1x1x1,4,3.2043145786674065,5.483287193307239,1.71122,-4920.2486472582295,48.75753191935363,-361.6316083901237,329.0321351556001,"[[ 0.         -0.          0.36903429]
 [ 0.          0.          0.36903429]
 [ 0.          0.         -0.36903429]
 [ 0.         -0.         -0.36903429]]","[[ 0.         -0.          0.01435315]
 [ 0.          0.          0.01435315]
 [ 0.          0.         -0.01435315]
 [ 0.         -0.         -0.01435315]]"
ZnO-3.20-1.74-111,1x1x1,4,3.2043145786674065,5.586744898108674,1.743507,-4920.206752339515,49.67748051338605,-361.62852917036787,335.24025599790485,"[[ 0.          0.          0.38659673]
 [ 0.          0.          0.38659673]
 [ 0.         -0.         -0.38659673]
 [ 0.          0.         -0.38659673]]","[[ 0.          0.          0.01503622]
 [ 0.          0.          0.01503622]
 [ 0.         -0.         -0.01503622]
 [ 0.          0.         -0.01503622]]"
ZnO-3.20-1.78-111,1x1x1,4,3.2043145786674065,5.690202602910109,1.775794,-4920.145978162676,50.597429107418485,-361.6240623507223,341.4483768402097,"[[ 0.         -0.          0.36697767]
 [ 0.          0.          0.36697767]
 [ 0.          0.         -0.36697767]
 [ 0.         -0.         -0.36697767]]","[[ 0.         -0.          0.01427316]
 [ 0.          0.          0.01427316]
 [ 0.          0.         -0.01427316]
 [ 0.         -0.         -0.01427316]]"
ZnO-3.27-1.45-111,1x1x1,4,3.2697087105441125,4.7506349888498836,1.452923,-4919.696132353961,43.98455685284804,-361.5909992933453,296.8225028105017,"[[ 0.         -0.         -1.97858292]
 [-0.          0.         -1.97858292]
 [ 0.          0.          1.97858292]
 [ 0.          0.          1.97858292]]","[[ 0.         -0.         -0.07695462]
 [-0.          0.         -0.07695462]
 [ 0.          0.          0.07695462]
 [ 0.          0.          0.07695462]]"
ZnO-3.27-1.49-111,1x1x1,4,3.2697087105441125,4.856204073987221,1.48521,-4919.940555752339,44.96198606768453,-361.60896408192013,303.41852210969546,"[[ 0.          0.         -1.33679187]
 [ 0.          0.         -1.33679187]
 [ 0.          0.          1.33679187]
 [ 0.          0.          1.33679187]]","[[ 0.          0.         -0.05199293]
 [ 0.          0.         -0.05199293]
 [ 0.          0.          0.05199293]
 [ 0.          0.          0.05199293]]"
ZnO-3.27-1.52-111,1x1x1,4,3.2697087105441125,4.96177315912456,1.517497,-4920.114264383236,45.93941528252106,-361.6217314309072,310.0145414088895,"[[-0.         -0.         -0.84081604]
 [ 0.          0.         -0.84081604]
 [ 0.         -0.          0.84081604]
 [ 0.          0.          0.84081604]]","[[-0.         -0.         -0.03270254]
 [ 0.          0.         -0.03270254]
 [ 0.         -0.          0.03270254]
 [ 0.          0.          0.03270254]]"
ZnO-3.27-1.55-111,1x1x1,4,3.2697087105441125,5.067342244261897,1.549784,-4920.228654374218,46.91684449735757,-361.6301389402402,316.6105607080834,"[[ 0.          0.         -0.46547637]
 [ 0.          0.         -0.46547637]
 [ 0.          0.          0.46547637]
 [ 0.         -0.          0.46547637]]","[[ 0.          0.         -0.01810415]
 [ 0.          0.         -0.01810415]
 [ 0.          0.          0.01810415]
 [ 0.         -0.          0.01810415]]"
ZnO-3.27-1.58-111,1x1x1,4,3.2697087105441125,5.172911329399235,1.5820710000000002,-4920.294863480757,47.89427371219407,-361.6350052198541,323.20658000727724,"[[-0.         -0.         -0.19029917]
 [ 0.          0.         -0.19029917]
 [ 0.          0.          0.19029917]
 [-0.         -0.          0.19029917]]","[[-0.         -0.         -0.00740146]
 [ 0.          0.         -0.00740146]
 [ 0.          0.          0.00740146]
 [-0.         -0.          0.00740146]]"
ZnO-3.27-1.61-111,1x1x1,4,3.2697087105441125,5.278480414536572,1.614358,-4920.320087753315,48.87170292703059,-361.636859169707,329.80259930647117,"[[ 0.          0.          0.00170258]
 [ 0.          0.          0.00170258]
 [ 0.          0.         -0.00170258]
 [ 0.         -0.         -0.00170258]]","[[ 0.0000000e+00  0.0000000e+00  6.6219995e-05]
 [ 0.0000000e+00  0.0000000e+00  6.6219995e-05]
 [ 0.0000000e+00  0.0000000e+00 -6.6219995e-05]
 [ 0.0000000e+00 -0.0000000e+00 -6.6219995e-05]]"
